Station Code,Monitoring Location,State,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main,Region_Cluster,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,WQI_Min,WQI_Max,WQI_Average
1493.0,River Yamuna At Hanumanchatti,Uttarakhand,,"River Yamuna At Hanumanchatti, Uttarakhand, India",30.9324091,78.3991533,13.13,93.0,1.34,Clouds,2,10.0,29.024965940054496,5.07620253164557,10.8,7.6,7.6,56.0,56.0,1.0,1.0,0.33,0.33,2.0,2.0,2.0,2.0,2.0,2.0,26.41042670443632,17.582671373614637,21.996549039025478
1494.0,River Yamuna At U/S Of Lakhwar Dam,Uttarakhand,,"River Yamuna At U/S Of Lakhwar Dam, Uttarakhand, India",30.517983,77.94892500000002,23.68,91.0,1.44,Clouds,2,9.0,21.0,9.4,10.8,7.7,8.4,105.0,214.0,1.0,1.0,0.32,0.6,2.0,2.0,2.0,2.0,2.0,2.0,20.322138534545253,22.23755647724685,21.27984750589605
30025.0,River Yamuna At Dak Pather (Uttarakhand),Uttarakhand,,"River Yamuna At Dak Pather (Uttarakhand), Uttarakhand, India",30.4971735,77.8019776,24.57,89.0,1.19,Clouds,2,17.0,21.0,9.4,10.8,8.2,8.4,128.0,286.0,1.0,9.0,0.32,0.47,2.0,4000.0,13.0,1565.5568332596197,2.0,230.0,23.225305137665536,89.22569172922793,56.22549843344673
1490.0,"River Yamuna At U/S Dakpather, Dehradun",Uttarakhand,,"River Yamuna At U/S Dakpather, Dehradun, Uttarakhand, India",30.4971735,77.8019776,24.57,89.0,1.19,Clouds,2,10.0,22.0,9.2,10.6,7.0,8.1,72.0,186.0,1.0,1.0,0.32,0.37,41.0,84.0,70.0,94.0,6.0,14.0,16.577958911836554,20.820279956741153,18.699119434288853
30027.0,River Yamuna At Ponta Sahib (H.P),Himachal Pradesh,,"River Yamuna At Ponta Sahib (H.P), Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds,2,20.0,24.3,9.0,10.5,8.0,8.4,134.0,518.0,1.0,9.0,0.49,1.32,7.0,636.0863579474343,170.0,1565.5568332596197,4.0,91.9023746701847,22.6891278705813,88.72333200057712,55.70622993557921
1553.0,River Yamuna U/S Paonta Sahib,Himachal Pradesh,,"River Yamuna U/S Paonta Sahib, Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds,2,16.0,23.0,6.3,8.4,7.0,8.4,264.0,702.0,1.0,2.5,0.54,0.9,2.0,94.0,49.0,220.0,2.0,2.0,21.04703168093396,38.316227938600655,29.68162980976731
1554.0,River Yamuna D/S Paonta Sahib,Himachal Pradesh,,"River Yamuna D/S Paonta Sahib, Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds,2,16.0,22.0,6.3,8.4,7.7,8.3,243.0,666.0,1.6,3.6,0.54,0.9,2.0,220.0,94.0,540.0,2.0,2.0,30.046880427651,46.82196085414074,38.43442064089587
4439.0,River Yamuna U/S Sun Pharmaceuticals,Himachal Pradesh,,"River Yamuna U/S Sun Pharmaceuticals, Himachal Pradesh, India",32.1024076,77.5619419,3.85,92.0,1.39,Clouds,2,15.0,23.0,6.4,8.5,7.4,8.3,257.0,587.0,1.3,2.9,0.54,0.92,40.0,240.0,170.0,350.0,2.0,2.0,25.69458468732279,40.91594029178003,33.30526248955141
4440.0,River Yamuna D/S Sun Pharmaceuticals,Himachal Pradesh,,"River Yamuna D/S Sun Pharmaceuticals, Himachal Pradesh, India",32.1024076,77.5619419,3.85,92.0,1.39,Clouds,2,16.0,24.0,6.4,8.4,7.7,8.4,301.0,550.0,1.2,3.5,0.0,0.92,46.0,350.0,280.0,920.0,2.0,2.0,26.59627160173646,46.6203849899799,36.60832829585818
30028.0,"River Yamuna At Buriya U/S Jagadhari, Mandoli, Haryana",Haryana,,"River Yamuna At Buriya U/S Jagadhari, Mandoli, Haryana, Haryana, India",28.5354669,76.2225637,31.03,65.0,2.64,Clouds,2,17.5,27.5,7.9,8.8,8.0,8.4,211.0,358.0,1.0,3.3000373692077725,0.53,0.89,110.0,4900.0,790.0,1565.5568332596197,2.0,490.0,24.419445406779612,45.70682649167678,35.0631359492282
30035.0,River Yamuna At Hathnikund,Haryana,,"River Yamuna At Hathnikund, Haryana, India",30.3145239,77.58316529999999,26.35,85.0,1.31,Clouds,2,14.0,20.0,7.6,9.8,7.8,8.3,208.0,390.0,1.0,6.0,0.79,1.07,14.0,1300.0,79.0,13000.0,5.0,330.0,23.699850957399843,64.76698693611193,44.23341894675589
1117.0,"River Yamuna At Hathnikund, Yamunanagar",Haryana,,"River Yamuna At Hathnikund, Yamunanagar, Haryana, India",30.3145239,77.58316529999999,26.35,85.0,1.31,Clouds,2,20.42956204379562,29.024965940054496,6.8,7.8,7.3,8.2,181.0,953.0,1.0,4.2,0.3,0.3,2.0,200.0,200.0,900.0,2.0,90.0,22.009440346724524,52.0752447180702,37.04234253239736
1496.0,"River Yamuna At Kalanaur, Yamuna Nagar",Haryana,,"River Yamuna At Kalanaur, Yamuna Nagar, Haryana, India",30.0829158,77.335673,27.58,84.0,1.92,Clouds,2,20.42956204379562,29.024965940054496,6.0,7.9,7.1,8.2,210.0,954.0,1.0,6.2,0.3,0.3,100.0,400.0,300.0,1200.0,2.0,200.0,22.111334544907937,68.43222085237306,45.2717776986405
4914.0,"River Yamuna At Manglaura, Karnal",Haryana,,"River Yamuna At Manglaura, Karnal, Haryana, India",29.6428,77.1068059,28.8,78.0,0.81,Clouds,2,20.42956204379562,29.024965940054496,5.2,7.8,6.9,8.1,238.0,864.0,1.2,3.3000373692077725,0.0,0.3,100.0,1500.0,400.0,4200.0,2.0,580.0,23.81835090374563,44.486661039360115,34.15250597155287
30032.0,"River Yamuna At Sonauli Road, Shamli Border , Panipat (Haryana)",Haryana,,"River Yamuna At Sonauli Road, Shamli Border , Panipat (Haryana), Haryana, India",29.3909464,76.9635023,29.64,76.0,1.01,Clouds,2,20.42956204379562,29.024965940054496,6.8,10.2,7.7,8.6,221.0,413.0,1.0,6.0,0.52,1.66,45.0,4900.0,700.0,11000.0,2.0,91.9023746701847,24.354204071398176,66.9736290057067,45.663916538552435
10004.0,River Yamuna At Khojkipur Panipat,Haryana,,"River Yamuna At Khojkipur Panipat, Haryana, India",29.2645932,77.11833039999999,29.18,83.0,1.59,Clouds,2,20.42956204379562,29.024965940054496,3.8,7.4,6.9,7.8,189.0,989.0,1.2,6.8,0.3,0.3,100.0,600.0,600.0,1700.0,2.0,200.0,25.989116473092153,71.87689098860747,48.93300373084981
30029.0,"River Yamuna At Sonipat, Baghpat Road(Haryana)",Haryana,,"River Yamuna At Sonipat, Baghpat Road(Haryana), Haryana, India",28.99308229999999,77.0150735,30.38,75.0,1.42,Clouds,2,20.42956204379562,29.024965940054496,6.3,8.6,7.7,8.7,299.0,620.0,1.0,8.0,0.66,1.99,92.0,2300.0,270.0,4900.0,11.0,91.9023746701847,25.14311147583077,85.69710226364887,55.420106869739826
1119.0,River Yamuna At Sonepat,Haryana,,"River Yamuna At Sonepat, Haryana, India",28.99308229999999,77.0150735,30.38,75.0,1.42,Clouds,2,20.42956204379562,29.024965940054496,6.0,7.8,6.1,8.1,195.0,350.0,1.0,6.2,0.3,0.32,2.0,1000.0,200.0,10000.0,2.0,200.0,16.275750637560492,68.21028453509106,42.24301758632578
10005.0,"River Yamuna At Palla,Sonepat",Haryana,,"River Yamuna At Palla,Sonepat, Haryana, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds,2,20.42956204379562,29.024965940054496,5.2,7.8,7.12699808795411,8.2,235.0,1080.0,1.8,6.8,0.0,0.3,100.0,1100.0,400.0,3400.0,2.0,200.0,30.071690502420886,73.73557610114261,51.90363330178175
10006.0,River Yamuna At Palla,Delhi,,"River Yamuna At Palla, Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds,2,16.0,29.024965940054496,5.07620253164557,11.2,7.5,7.5,257.53576807228916,1172.0,1.7601102307957286,3.3000373692077725,0.4129202168861347,2.0,95.31980715146645,1400.0,2200.0,2200.0,33.0,33.0,32.11929582174699,35.78572857421439,33.95251219798069
30026.0,River Yamuna At Palla (Delhi),Delhi,,"River Yamuna At Palla (Delhi), Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds,2,20.42956204379562,29.024965940054496,6.2,9.2,7.4,8.2,346.0,1265.0,1.0,3.3000373692077725,0.32,2.31,200.0,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,23.575381865095892,42.71794053062944,33.14666119786267
1120.0,"River Yamuna At Palla, Delhi",Delhi,,"River Yamuna At Palla, Delhi, Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds,2,20.42956204379562,29.024965940054496,6.3,11.3,7.1,7.5,257.53576807228916,662.4912944738834,1.0,3.0,0.0,0.0,180.0,560.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,21.661651503453562,32.83979306838988,27.25072228592172
5098.0,River Yamuna At Wazirabad,Delhi,,"River Yamuna At Wazirabad, Delhi, India",28.7009188,77.2924722,28.14,71.0,0.92,Clouds,2,20.42956204379562,29.024965940054496,4.0,8.2,7.2,7.5,257.53576807228916,662.4912944738834,4.0,9.8,0.0,0.0,200.0,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,50.47210685034905,93.57713823508969,72.02462254271937
5099.0,River Yamuna At Isbt Bridge,Delhi,,"River Yamuna At Isbt Bridge, Delhi, India",28.66923,77.22877,28.09,94.0,2.57,Mist,2,20.42956204379562,29.024965940054496,0.3,7.567400135409613,7.1,7.5,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,37.142637739455175,41.08704631456685,39.11484202701101
5100.0,River Yamuna At Ito Bridge,Delhi,,"River Yamuna At Ito Bridge, Delhi, India",28.6278074,77.2436717,28.1,94.0,2.57,Mist,2,20.42956204379562,29.024965940054496,0.3,4.1,7.2,7.5,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,37.72326454544647,46.43478270787674,42.07902362666161
1121.0,"River Yamuna At Nizamuddin, Delhi",Delhi,,"River Yamuna At Nizamuddin, Delhi, Delhi, India",28.5948466,77.2491365,28.11,94.0,2.57,Mist,2,20.42956204379562,29.024965940054496,0.3,7.567400135409613,7.1,7.5,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,37.142637739455175,41.08704631456685,39.11484202701101
1375.0,"River Yamuna At Okhla Bridge (Inlet Of Agra Canal), Delhi",Delhi,,"River Yamuna At Okhla Bridge (Inlet Of Agra Canal), Delhi, Delhi, India",28.5682138,77.2861119,28.14,94.0,2.57,Mist,2,20.42956204379562,29.024965940054496,0.3,7.567400135409613,7.1,8.0,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,37.142637739455175,43.990180344523324,40.566409041989246
1812.0,"River Yamuna At Okhla After Meeting Of Shahdara Drain, Delhi",Delhi,,"River Yamuna At Okhla After Meeting Of Shahdara Drain, Delhi, Delhi, India",28.6893144,77.2919663,28.12,71.0,0.92,Clouds,2,20.42956204379562,29.024965940054496,0.3,7.567400135409613,6.8,7.7,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.40075732148129,42.248299926549436,38.82452862401536
30030.0,"River Yamuna At Asgarpur Village,(Yamuna Ghat)U.P",Uttar Pradesh,,"River Yamuna At Asgarpur Village,(Yamuna Ghat)U.P, Uttar Pradesh, India",27.4683656,79.48023169999999,31.06,64.0,3.11,Clouds,7,20.42956204379562,29.024965940054496,0.3,5.4,7.4,7.7,517.0,1878.0,1.7601102307957286,3.3000373692077725,0.33,2.66,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,38.896582292175765,45.68830361807593,42.29244295512585
30031.0,River Yamuna At Hasanpur,Haryana,,"River Yamuna At Hasanpur, Haryana, India",27.9657387,77.4988753,30.55,70.0,3.73,Clouds,2,16.0,30.0,0.3,6.0,7.6,8.7,257.53576807228916,1358.0,1.7601102307957286,3.3000373692077725,0.32,0.67,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,40.05747032431754,50.49644731761919,45.27695882096837
30024.0,"River Yamuna At Mohena Palwal Road, Haryana",Haryana,,"River Yamuna At Mohena Palwal Road, Haryana, Haryana, India",28.179719,77.3922131,30.43,75.0,2.78,Clouds,2,15.0,28.0,0.3,7.567400135409613,7.5,8.2,257.53576807228916,1385.0,1.7601102307957286,3.3000373692077725,0.37,3.8,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,39.47867141753029,45.29035429601346,42.38451285677188
2493.0,River Yamuna At Shahpur,Uttar Pradesh,,"River Yamuna At Shahpur, Uttar Pradesh, India",29.3501661,77.54761169999999,28.47,82.0,1.43,Clouds,2,12.0,28.0,4.2,7.2,7.6,8.1,692.0,734.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,34.030840951095584,45.13744468823994,39.58414281966776
2495.0,"River Yamuna At Kesighat, Vrindavan",Uttar Pradesh,,"River Yamuna At Kesighat, Vrindavan, Uttar Pradesh, India",27.5863838,77.7004931,30.15,70.0,3.89,Clouds,2,11.0,28.0,4.0,7.4,7.6,8.2,614.0,642.0,1.7601102307957286,11.6,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,34.33929894177846,113.68134139253827,74.01032016715837
1123.0,"River Yamuna At Mathura U/S ,Near Gaughat U.P.",Uttar Pradesh,,"River Yamuna At Mathura U/S ,Near Gaughat U.P., Uttar Pradesh, India",27.5081981,77.6792918,29.89,71.0,4.26,Clouds,2,11.0,28.0,4.6,6.6,7.6,8.2,543.0,628.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,33.413924969729834,46.64344546627986,40.028685218004846
2494.0,"River Yamuna At Vishramghat, Mathura",Uttar Pradesh,,"River Yamuna At Vishramghat, Mathura, Uttar Pradesh, India",27.5047661,77.6863585,29.89,71.0,4.26,Clouds,2,11.0,28.0,4.2,6.8,7.6,8.2,572.0,652.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,34.030840951095584,46.33498747559699,40.18291421334629
1124.0,"River Yamuna At Mathura D/S , Near Shamshan Ghat U.P.",Uttar Pradesh,,"River Yamuna At Mathura D/S , Near Shamshan Ghat U.P., Uttar Pradesh, India",27.5002,77.696676,29.95,71.0,4.15,Clouds,2,11.0,28.0,4.0,6.4,7.8,8.2,618.0,668.0,1.7601102307957286,3.3000373692077725,0.0,0.0,572.0,636.0863579474343,640.0,1565.5568332596197,5.957692307692308,91.9023746701847,35.64243197643787,46.95190345696274,41.2971677167003
1125.0,"River Yamuna At Agra U/S, U.P.(Kailash Ghat)",Uttar Pradesh,,"River Yamuna At Agra U/S, U.P.(Kailash Ghat), Uttar Pradesh, India",27.1766701,78.00807449999999,30.6,65.0,4.07,Clouds,2,24.0,28.0,7.0,8.0,7.5,7.8,406.0,1800.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,11000.0,5.957692307692308,91.9023746701847,29.131802275544032,42.18966954960584,35.660735912574935
1126.0,"River Yamuna At D/S Of Agra, U.P.",Uttar Pradesh,,"River Yamuna At D/S Of Agra, U.P., Uttar Pradesh, India",27.1766701,78.00807449999999,30.6,65.0,4.07,Clouds,2,24.0,28.0,6.6,7.0,6.7,7.5,512.0,2045.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,25.10370380897943,41.96214184297505,33.53292282597724
1498.0,"River Yamuna At Bateswar, U.P",Uttar Pradesh,,"River Yamuna At Bateswar, U.P, Uttar Pradesh, India",26.9350608,78.5420307,30.36,68.0,4.37,Clouds,7,23.0,28.0,6.0,7.2,7.4,7.8,257.53576807228916,2512.0,1.7601102307957286,9.6,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,30.093465422967117,95.21619932283595,62.65483237290153
10081.0,River Yamuna At Etawah D/S,Uttar Pradesh,,"River Yamuna At Etawah D/S, Uttar Pradesh, India",26.7829103,79.027659,30.14,67.0,4.25,Clouds,7,16.8,36.8,5.1,7.1,7.5,7.9,487.0,2438.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,32.06215318703135,44.13042007159879,38.096286629315074
10082.0,River Yamuna At Udi,Uttar Pradesh,,"River Yamuna At Udi, Uttar Pradesh, India",26.7148948,78.95993469999999,30.13,67.0,4.07,Clouds,7,17.1,36.4,4.9,6.5,7.4,7.8,434.0,2418.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,31.789984371722934,44.47516723765612,38.13257580468953
1127.0,"River Yamuna At Etawah, U.P.",Uttar Pradesh,,"River Yamuna At Etawah, U.P., Uttar Pradesh, India",26.7829103,79.027659,30.14,67.0,4.25,Clouds,7,17.2,36.6,5.2,6.0,7.5,8.0,460.0,2722.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,31.907924191689904,46.4075658263459,39.1577450090179
1499.0,"River Yamuna At Juhika B/C With Chanbal, Etawah, U.P",Uttar Pradesh,,"River Yamuna At Juhika B/C With Chanbal, Etawah, U.P, Uttar Pradesh, India",26.4845179,79.2380664,30.22,68.0,4.15,Clouds,7,18.6,37.9,6.2,7.4,7.5,7.8,407.0,2532.0,1.7601102307957286,3.3000373692077725,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,30.36563423827553,43.08710627958318,36.72637025892936
30034.0,River Yamuna At Etawah,Uttar Pradesh,,"River Yamuna At Etawah, Uttar Pradesh, India",26.7829103,79.027659,30.14,67.0,4.25,Clouds,7,18.0,32.0,6.2,9.3,7.2,8.8,602.0,1633.0,3.9,3.3000373692077725,0.4129202168861347,1.9082062950322338,2.0,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,46.21297814686304,46.03278360336575,46.12288087511439
30033.0,"River Yamuna A/C Of Chambal At Shergarh, Juhika (U.P)",Uttar Pradesh,,"River Yamuna A/C Of Chambal At Shergarh, Juhika (U.P), Uttar Pradesh, India",28.6561574,79.37471409999999,29.55,79.0,1.68,Rain,2,18.0,31.0,7.1,9.0,7.3,8.9,447.0,1091.0,2.1,8.1,0.32,5.89,2.0,636.0863579474343,2.0,1565.5568332596197,2.0,2.0,30.594999263464146,86.70397917151601,58.64948921749008
2283.0,River Yamuna At Hamirpur,Uttar Pradesh,,"River Yamuna At Hamirpur, Uttar Pradesh, India",25.9548043,80.15262709999999,29.76,73.0,3.85,Clouds,7,17.0,28.0,4.9,7.1,7.4,7.8,659.0,848.0,2.6,5.2,0.0,0.0,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,38.698536654492365,59.17802407805337,48.93828036627286
1069.0,"River Yamuna At Prayagraj D/S (Balua Ghat), U.P.",Uttar Pradesh,,"River Yamuna At Prayagraj D/S (Balua Ghat), U.P., Uttar Pradesh, India",25.4266864,81.8384883,29.44,75.0,2.66,Clouds,7,20.7,30.7,6.8,8.4,7.7,8.3,318.0,397.0,2.5,2.7,0.55,0.68,400.0,680.0,1400.0,1700.0,5.957692307692308,91.9023746701847,36.800815759157736,39.55057635812374,38.17569605864074
1510.0,River Tons At Tiuni (Himachal Pradesh/Uttra Khand Border),Himachal Pradesh,,"River Tons At Tiuni (Himachal Pradesh/Uttra Khand Border), Himachal Pradesh, India",30.9429425,77.8495921,19.53,98.0,0.31,Clouds,2,6.8,29.024965940054496,7.9,9.3,7.3,7.9,35.0,105.0,1.0,1.0,0.32,1.31,2.0,20.0,7.0,920.0,2.0,2.0,20.31308104668519,21.6818620787687,20.997471562726943
30023.0,River Tons At Haripur (U.K.),Uttarakhand,,"River Tons At Haripur (U.K.), Uttarakhand, India",30.066753,79.01929969999999,16.9,99.0,0.88,Clouds,2,16.5,24.0,9.4,10.4,8.2,8.5,121.0,318.0,1.0,3.3000373692077725,0.32,0.44,2.0,636.0863579474343,17.0,13000.0,2.0,91.9023746701847,23.225316982452377,42.57456920976712,32.89994309610975
4027.0,River Giri D/S Rajgarh Town,Himachal Pradesh,,"River Giri D/S Rajgarh Town, Himachal Pradesh, India",30.849989,77.2994144,17.75,96.0,1.45,Clouds,2,18.0,25.0,7.8,8.4,7.6,8.4,292.0,421.0,1.2,2.1,0.66,0.89,22.0,110.0,130.0,280.0,2.0,2.0,23.87301607884654,35.03055937801536,29.45178772843095
4028.0,"River Giri D/S Kalgidhar Trust, Baru Sahib",Himachal Pradesh,,"River Giri D/S Kalgidhar Trust, Baru Sahib, Himachal Pradesh, India",30.7536737,77.296542,17.69,95.0,1.41,Clouds,2,18.0,25.0,7.7,8.2,7.6,8.4,296.0,421.0,1.1,2.2,0.59,0.9,26.0,130.0,130.0,350.0,2.0,2.0,23.20331585216553,36.1680672675509,29.685691559858217
2621.0,River Giri At D/S Yashwant Nagar After Conf. With Ashwani Khad At Yashwant Nagar- Near Shani Mandir,Himachal Pradesh,,"River Giri At D/S Yashwant Nagar After Conf. With Ashwani Khad At Yashwant Nagar- Near Shani Mandir, Himachal Pradesh, India",30.8919211,77.210336,19.59,96.0,1.55,Clouds,2,6.0,29.024965940054496,6.7,8.8,7.7,8.4,216.0,366.0,1.0,1.0,0.4129202168861347,6.64,2.0,8.0,21.0,140.0,2.0,2.0,24.48977464731129,25.54513197109683,25.017453309204058
3876.0,River Giri After Confluence Of Ashwani River At Village Maryog,Himachal Pradesh,,"River Giri After Confluence Of Ashwani River At Village Maryog, Himachal Pradesh, India",31.0452709,77.56337479999999,12.81,93.0,1.3,Clouds,2,6.0,29.024965940054496,7.6,9.3,7.5,8.3,208.0,446.0,1.0,1.0,0.32,5.25,2.0,11.0,12.0,220.0,2.0,2.0,21.93703645067565,24.143669845275866,23.040353147975758
2622.0,River Giri At U/S Cci Mines At Village Nadi,Himachal Pradesh,,"River Giri At U/S Cci Mines At Village Nadi, Himachal Pradesh, India",32.2504646,76.305109,22.02,84.0,0.82,Clouds,2,18.0,25.0,6.5,8.6,7.3,8.2,348.0,927.0,1.0,2.6,0.47,0.97,13.0,70.0,33.0,280.0,2.0,2.0,22.481104986573545,37.664700836339165,30.072902911456353
2623.0,River Giri D/S Sataun,Himachal Pradesh,,"River Giri D/S Sataun, Himachal Pradesh, India",30.557809,77.63786189999999,23.27,89.0,1.18,Clouds,2,17.0,25.0,6.5,8.5,7.9,8.3,346.0,889.0,1.1,3.2,0.0,3.14,33.0,130.0,110.0,350.0,2.0,2.0,26.776388617392104,43.432189778086595,35.10428919773935
3877.0,River Giri U/S Lwss At Sainj,Himachal Pradesh,,"River Giri U/S Lwss At Sainj, Himachal Pradesh, India",31.7702902,77.3051591,16.41,90.0,0.89,Clouds,2,8.0,29.024965940054496,7.2,8.0,7.2,8.1,76.0,282.0,1.0,1.0,0.65,2.22,4.0,110.0,39.0,280.0,2.0,2.0,20.824808340467516,24.906116000203863,22.86546217033569
3878.0,River Giri D/S Lwss At Sainj,Himachal Pradesh,,"River Giri D/S Lwss At Sainj, Himachal Pradesh, India",31.7702902,77.3051591,16.41,90.0,0.89,Clouds,2,8.0,29.024965940054496,7.2,8.1,7.2,8.1,72.0,288.0,1.0,1.0,0.63,2.18,7.0,70.0,27.0,1600.0,2.0,2.0,20.824930005438542,24.7424886783149,22.783709341876722
3860.0,"River Giri D/S Cement Corporation Of India, Rajban At Bangran Bridge",Himachal Pradesh,,"River Giri D/S Cement Corporation Of India, Rajban At Bangran Bridge, Himachal Pradesh, India",30.4997766,77.6679292,25.75,88.0,1.15,Clouds,2,17.0,24.0,6.4,8.7,7.3,8.2,390.0,899.0,1.0,2.8,0.49,0.79,21.0,70.0,70.0,280.0,2.0,2.0,22.638543663243336,39.14900068750516,30.893772175374245
4427.0,River Giri U/S Chailla,Himachal Pradesh,,"River Giri U/S Chailla, Himachal Pradesh, India",31.0988145,77.4264492,17.54,94.0,1.42,Clouds,2,8.0,29.024965940054496,7.4,8.3,7.2,8.1,69.0,250.0,1.0,1.0,0.62,2.32,4.0,26.0,17.0,220.0,2.0,2.0,20.51518846393458,24.422033088416345,22.468610776175463
4441.0,River Giri U/S Proposed Site Of Sri Renukaji Dam Site.,Himachal Pradesh,,"River Giri U/S Proposed Site Of Sri Renukaji Dam Site., Himachal Pradesh, India",30.5497572,77.5103446,22.58,90.0,1.48,Clouds,2,15.0,25.0,7.6,8.1,7.6,8.3,318.0,443.0,1.0,2.3,0.59,0.89,26.0,70.0,130.0,280.0,2.0,2.0,22.53499020568597,36.545884054848166,29.540437130267065
4442.0,River Giri D/S Proposed Site Of Sri Renukaji Dam Site Near Bridge At Dadahu- Renukaji,Himachal Pradesh,,"River Giri D/S Proposed Site Of Sri Renukaji Dam Site Near Bridge At Dadahu- Renukaji, Himachal Pradesh, India",30.6088268,77.4495799,24.64,93.0,1.39,Clouds,2,15.0,25.0,7.6,8.2,7.0,8.4,303.0,449.0,1.2,2.5,0.61,0.86,27.0,94.0,170.0,350.0,2.0,2.0,20.697484380601303,38.62360856549267,29.660546473046985
4473.0,River Giri D/S Proposed Site Of Renuka Dam,Himachal Pradesh,,"River Giri D/S Proposed Site Of Renuka Dam, Himachal Pradesh, India",30.6101649,77.4583653,24.64,93.0,1.39,Clouds,2,17.0,24.0,7.1,8.0,7.8,8.4,302.0,662.4912944738834,1.1,2.6,0.6,0.9,32.0,140.0,170.0,350.0,2.0,2.0,25.29220418193232,39.76970502222834,32.53095460208033
5292.0,"River Giri At Nihari, Kotkhal",Himachal Pradesh,,"River Giri At Nihari, Kotkhal, Himachal Pradesh, India",31.1055803,77.57089739999999,18.9,95.0,1.3,Clouds,2,6.1,29.024965940054496,7.3,9.0,7.2,8.0,71.0,264.0,1.0,1.0,0.83,2.08,2.0,220.0,9.0,1600.0,2.0,2.0,20.676478707017218,22.81456306650091,21.745520886759063
