Station Code,Monitoring Location,State,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main
1073.0,"River Ganga At Tarighat (Ghazipur), U.P",Uttar Pradesh,23.0,31.5,6.5,8.2,7.7,8.0,336.0,768.0,3.5,4.7,0.78,2.32,9400.0,17000.0,15000.0,26000.0,6300,13000,,"River Ganga At Tarighat (Ghazipur), U.P, Uttar Pradesh, India",25.5725755,83.6015271,29.56,74.0,2.37,Rain
10113.0,"River Ganga At U/S Jail Ghat, Buxar",Bihar,16.0,33.0,6.9,8.8,7.2,8.2,225.0,617.0,1.0,2.5,0.3,0.3,780.0,92000.0,2300.0,160000.0,2,490,,"River Ganga At U/S Jail Ghat, Buxar, Bihar, India",25.5647103,83.9777482,30.05,74.0,4.25,Rain
1074.0,River Ganga Chusa At Buxar,Bihar,17.0,32.0,7.0,9.0,7.1,8.3,247.0,646.0,1.0,2.1,0.3,0.34,2200.0,54000.0,3300.0,92000.0,2,330,,"River Ganga Chusa At Buxar, Bihar, India",25.5647103,83.9777482,30.05,74.0,4.25,Rain
2551.0,"River Ganga At Buxar, Ramrekhaghat",Bihar,16.0,33.0,6.7,8.5,7.3,8.4,243.0,635.0,1.0,2.6,0.3,0.3,1300.0,92000.0,2300.0,160000.0,2,1100,,"River Ganga At Buxar, Ramrekhaghat, Bihar, India",25.5737053,83.97244189999999,30.05,74.0,4.25,Rain
3113.0,River Ganga At D/S Buxar Near Veer Kunwar Singh Road Bridge,Bihar,16.0,31.0,6.5,8.9,7.3,8.2,249.0,610.0,1.0,2.6,0.3,0.33,1300.0,54000.0,2300.0,92000.0,2,220,,"River Ganga At D/S Buxar Near Veer Kunwar Singh Road Bridge, Bihar, India",25.5647103,83.9777482,30.05,74.0,4.25,Rain
10162.0,River Ganga At Ara- Chapra Road Bridge (Koiilwar Barhara-Chapra Road),Bihar,17.0,32.0,7.3,8.9,7.2,8.3,219.0,432.0,1.0,2.5,0.3,0.35,130.0,35000.0,230.0,54000.0,2,540,,"River Ganga At Ara- Chapra Road Bridge (Koiilwar Barhara-Chapra Road), Bihar, India",25.6911215,84.7903796,29.19,81.0,3.12,Rain
2564.0,"River Ganga At The Balughat, Doriganj, Saran",Bihar,16.0,32.0,6.6,9.0,7.4,8.4,211.0,483.0,1.0,2.8,0.3,0.32,780.0,92000.0,2300.0,160000.0,2,1300,,"River Ganga At The Balughat, Doriganj, Saran, Bihar, India",25.7302203,84.8325188,26.99,82.0,3.03,Rain
10114.0,"River Ganga At Maa Ambika Asthan, Aami, Saran",Bihar,15.0,32.0,6.9,8.8,7.4,8.0,209.0,409.0,1.2,2.6,0.3,0.3,780.0,92000.0,2300.0,160000.0,2,790,,"River Ganga At Maa Ambika Asthan, Aami, Saran, Bihar, India",25.7579736,84.9648484,26.99,83.0,2.45,Rain
3114.0,"River Ganga Near Danapur (Near Pipa Pul) ,Patna",Bihar,13.0,33.0,6.8,9.9,7.2,8.4,268.0,542.0,1.0,2.2,0.3,0.34,1100.0,54000.0,1400.0,92000.0,2,490,,"River Ganga Near Danapur (Near Pipa Pul) ,Patna, Bihar, India",25.6117653,85.2068446,27.03,100.0,3.09,Rain
1077.0,"River Ganga At Digha, Near J P Setu, Patna U/S",Bihar,13.0,32.0,6.9,9.8,7.2,8.4,251.0,417.0,1.0,2.2,0.3,0.3,2300.0,92000.0,3300.0,160000.0,2,490,,"River Ganga At Digha, Near J P Setu, Patna U/S, Bihar, India",25.6383439,85.1005249,26.97,100.0,3.09,Clouds
2552.0,"River Ganga At Gandhighat, Nit Patna",Bihar,13.0,32.0,6.1,9.5,7.1,8.3,242.0,415.0,1.0,2.5,0.3,0.3,17000.0,92000.0,28000.0,160000.0,2,5400,,"River Ganga At Gandhighat, Nit Patna, Bihar, India",25.6231498,85.16132440000001,27.05,100.0,3.09,Clouds
10115.0,"River Ganga At Gulabi Ghat, Patna",Bihar,13.0,31.0,6.3,9.0,7.2,8.4,251.0,398.0,1.2,2.5,0.3,0.3,13000.0,92000.0,22000.0,160000.0,2,35000,,"River Ganga At Gulabi Ghat, Patna, Bihar, India",25.6201457,85.18041699999999,27.01,100.0,3.09,Rain
1079.0,"River Ganga At Patna D/S (Ganga Bridge), Gaighat, Patna",Bihar,13.0,33.0,6.1,9.4,7.22,8.38,240.0,418.0,1.1,2.6,0.3,0.32,2300.0,92000.0,3300.0,160000.0,1.8,2400,,"River Ganga At Patna D/S (Ganga Bridge), Gaighat, Patna, Bihar, India",25.6111502,85.20154749999999,26.95,100.0,3.09,Rain
3122.0,"River Ganga At Malsalami, Patna City, Patna",Bihar,13.0,33.0,6.5,9.3,7.2,8.3,238.0,406.0,1.0,2.9,0.3,0.3,1300.0,92000.0,2300.0,160000.0,2,1300,,"River Ganga At Malsalami, Patna City, Patna, Bihar, India",25.5876529,85.2394163,26.97,100.0,3.09,Rain
4297.0,"River Ganga At Kachchi-Dargah-Bidupur Near Road Bridge, Patna",Bihar,13.0,32.0,6.3,9.5,7.1,8.4,240.0,410.0,1.0,2.3,0.3,0.3,2300.0,54000.0,4600.0,92000.0,2,1300,,"River Ganga At Kachchi-Dargah-Bidupur Near Road Bridge, Patna, Bihar, India",25.5633491,85.2655357,26.99,100.0,3.09,Rain
10122.0,"River Ganga At Triveni Ghat, Patna",Bihar,14.0,33.0,6.1,8.8,7.2,8.4,232.0,417.0,1.2,2.6,0.3,0.3,2300.0,35000.0,3300.0,92000.0,2,490,,"River Ganga At Triveni Ghat, Patna, Bihar, India",25.5143872,85.30295009999999,27.02,79.0,2.69,Rain
2553.0,"River Ganga At Kewala Ghat,Fatuha, Patna",Bihar,14.0,33.0,6.0,8.5,7.0,8.3,238.0,502.0,1.3,2.5,0.3,0.31,2300.0,92000.0,3300.0,160000.0,2,3500,,"River Ganga At Kewala Ghat,Fatuha, Patna, Bihar, India",25.508956,85.30306150000001,27.02,79.0,2.69,Rain
4301.0,"River Ganga At Bakhtiyarpur-Tajpur Bridge On Ganga, Athmalgola, Patna",Bihar,15.0,31.0,7.2,9.4,7.4,8.2,199.0,439.0,1.0,2.3,0.3,0.3,130.0,54000.0,230.0,160000.0,2,110,,"River Ganga At Bakhtiyarpur-Tajpur Bridge On Ganga, Athmalgola, Patna, Bihar, India",25.4897305,85.6300163,28.85,81.0,2.93,Rain
3115.0,"River Ganga At Uma Nath Mandir,Barh",Bihar,16.0,32.0,7.2,9.1,7.4,8.2,188.0,436.0,1.1,2.5,0.3,0.31,490.0,92000.0,790.0,160000.0,2,1300,,"River Ganga At Uma Nath Mandir,Barh, Bihar, India",25.4932488,85.7148528,29.0,81.0,2.89,Rain
10130.0,"River Ganga U/S Of M/S Ntpc, Barh Water Intake Point, Barh",Bihar,16.0,32.0,7.3,9.5,7.3,8.2,184.0,457.0,1.0,2.7,0.3,0.3,490.0,92000.0,700.0,160000.0,2,490,,"River Ganga U/S Of M/S Ntpc, Barh Water Intake Point, Barh, Bihar, India",25.4879929,85.7369172,28.99,80.0,2.88,Rain
10131.0,"River Ganga D/S Of M/S Ntpc, Barh Water Intake Point,Pathanichak, Bindtola Barh",Bihar,17.0,32.0,7.0,8.2,7.4,8.1,179.0,380.0,1.5,2.2,0.3,0.3,2300.0,17000.0,3300.0,22000.0,2,170,,"River Ganga D/S Of M/S Ntpc, Barh Water Intake Point,Pathanichak, Bindtola Barh, Bihar, India",25.4879929,85.7369172,28.99,80.0,2.88,Rain
1817.0,"River Ganga At Mokama (U/S), Mahadeo Asthan, Patna",Bihar,16.0,33.0,7.2,9.5,7.2,8.4,190.0,435.0,1.0,2.8,0.3,0.3,2300.0,92000.0,3300.0,160000.0,2,330,,"River Ganga At Mokama (U/S), Mahadeo Asthan, Patna, Bihar, India",25.5800071,85.22070269999999,27.01,100.0,3.09,Rain
1815.0,"River Ganga At Mokama (D/S), Near Rajendra Bridge , Simiriya Ghat",Bihar,12.0,34.0,7.0,9.9,7.1,8.3,226.0,440.0,1.0,2.8,0.3,0.3,1700.0,92000.0,3300.0,160000.0,2,330,,"River Ganga At Mokama (D/S), Near Rajendra Bridge , Simiriya Ghat, Bihar, India",25.3786711,86.0051098,28.88,82.0,3.41,Clouds
3123.0,"River Ganga At Barahiya, Nepalitola, Maranchi, Hathidah At Mokama, Patna",Bihar,15.0,33.0,6.9,9.4,7.2,8.3,198.0,482.0,1.0,2.6,0.3,0.3,1300.0,92000.0,2300.0,160000.0,2,330,,"River Ganga At Barahiya, Nepalitola, Maranchi, Hathidah At Mokama, Patna, Bihar, India",27.171305,84.3308727,27.68,92.0,3.81,Clouds
3116.0,River Ganga At U/S Munger Kashatharni Ghat,Bihar,13.0,34.0,6.7,10.0,7.4,8.3,229.0,413.0,1.0,3.0,0.3,0.3,3300.0,92000.0,7000.0,160000.0,2,1300,,"River Ganga At U/S Munger Kashatharni Ghat, Bihar, India",25.3707993,86.47339029999999,28.69,82.0,2.72,Clouds
1818.0,"River Ganga At Munger D/S, Creamination Ghat",Bihar,13.0,34.0,6.6,9.9,7.4,8.3,227.0,433.0,1.0,2.7,0.3,0.3,2300.0,92000.0,3300.0,160000.0,2,1300,,"River Ganga At Munger D/S, Creamination Ghat, Bihar, India",25.3707993,86.47339029999999,28.69,82.0,2.72,Clouds
3117.0,"River Ganga At U/S Ajgabinath Mandir Sultanganj, Bhagalpur",Bihar,14.0,38.0,6.7,9.8,7.2,8.3,225.0,440.0,1.0,2.5,0.3,0.3,1300.0,92000.0,2300.0,160000.0,2,790,,"River Ganga At U/S Ajgabinath Mandir Sultanganj, Bhagalpur, Bihar, India",25.2524585,86.7343807,28.22,85.0,3.83,Clouds
2554.0,"River Ganga D/S Cremination Ghat At Sultanganj, Bhagalpur",Bihar,14.0,37.0,6.3,9.6,7.3,8.3,222.0,414.0,1.0,2.4,0.3,0.31,2300.0,92000.0,3300.0,160000.0,2,1300,,"River Ganga D/S Cremination Ghat At Sultanganj, Bhagalpur, Bihar, India",25.2465992,86.73754079999999,28.22,85.0,3.83,Clouds
10138.0,"River Ganga At Champanagar, Rasidpur, Bhagalpur",Bihar,15.0,30.0,6.4,10.0,7.2,8.2,187.0,479.0,1.0,2.1,0.3,0.3,2300.0,92000.0,3300.0,160000.0,2,3500,,"River Ganga At Champanagar, Rasidpur, Bhagalpur, Bihar, India",25.2413697,86.9262573,28.23,85.0,3.48,Clouds
1819.0,"River Ganga At Bhagalpur, Opp. Kuppa Ghat",Bihar,10.0,33.0,6.3,9.0,7.2,8.3,219.0,463.0,1.0,2.9,0.3,0.33,1300.0,54000.0,2300.0,92000.0,2,230,,"River Ganga At Bhagalpur, Opp. Kuppa Ghat, Bihar, India",25.2661981,87.00931779999999,28.3,85.0,3.23,Clouds
4398.0,"River Ganga At Water Intake Point, Bhagalpur",Bihar,12.0,29.0,5.5,9.7,7.2,8.1,212.0,1240.0,1.0,2.7,0.3,0.31,450.0,54000.0,1300.0,92000.0,2,1700,,"River Ganga At Water Intake Point, Bhagalpur, Bihar, India",25.242453,86.9842256,28.21,85.0,3.17,Clouds
3118.0,River Ganga At D/S Bhagalpur Near Bararighat,Bihar,12.0,29.0,5.9,12.1,7.2,8.2,211.0,522.0,1.1,5.5,0.3,0.39,1300.0,92000.0,2300.0,160000.0,2,3500,,"River Ganga At D/S Bhagalpur Near Bararighat, Bihar, India",25.242453,86.9842256,28.21,85.0,3.17,Clouds
1816.0,"River Ganga, Jhajghat At Kahalgaon",Bihar,16.0,34.0,6.5,9.2,7.0,8.3,214.0,434.0,1.0,2.6,0.3,0.3,1300.0,92000.0,2300.0,160000.0,2,920,,"River Ganga, Jhajghat At Kahalgaon, Bihar, India",25.2627223,87.2366237,28.1,86.0,2.87,Rain
10143.0,"River Ganga D/S Near Cremation Ghat, Khalgoan",Bihar,16.0,34.0,6.7,9.1,7.4,8.3,218.0,441.0,1.0,2.5,0.3,0.3,2300.0,92000.0,3300.0,160000.0,2,490,,"River Ganga D/S Near Cremation Ghat, Khalgoan, Bihar, India",25.2627223,87.2366237,28.1,86.0,2.87,Rain
30076.0,River Ganga At Manjhighat Dist. Chhapra(Bihar),Bihar,22.0,28.2,7.9,8.4,7.8,8.5,296.0,700.0,2.1,5.8,0.32,0.69,200.0,13000.0,450.0,3500000.0,,,,"River Ganga At Manjhighat Dist. Chhapra(Bihar), Bihar, India",25.8253844,84.5831297,29.44,79.0,2.86,Rain
10144.0,River Ganga U/S Near Lct Ghat,Jharkhand,16.0,39.0,7.0,7.5,7.4,7.8,94.0,236.0,1.1,1.3,0.0,0.0,,,,,,,,"River Ganga U/S Near Lct Ghat, Jharkhand, India",23.6913486,85.2722472,25.99,87.0,1.16,Clouds
10145.0,River Ganga D/S Near Janta Ghat,Jharkhand,15.0,38.0,7.1,7.5,7.5,7.7,98.0,258.0,1.1,1.4,0.0,0.0,,,,,,,,"River Ganga D/S Near Janta Ghat, Jharkhand, India",23.6913486,85.2722472,25.99,87.0,1.16,Clouds
1059.0,"River Ganga At Rajmahal, Bihar",Jharkhand,15.0,38.0,6.7,7.3,7.3,7.7,102.0,159.0,1.1,1.4,0.0,0.0,,,,,,,,"River Ganga At Rajmahal, Bihar, Jharkhand, India",25.9644427,85.2722472,30.06,76.0,2.36,Rain
10146.0,River Ganga At Sangi Dalan,Jharkhand,16.0,37.0,6.9,7.4,7.4,7.8,102.0,245.0,1.1,1.3,0.0,0.0,,,,,,,,"River Ganga At Sangi Dalan, Jharkhand, India",23.6913486,85.2722472,25.99,87.0,1.16,Clouds
5162.0,"River Ganga At Farakka, Mushidabad",West Bengal,17.0,35.0,5.5,9.8,6.7,9.0,223.0,436.0,1.3,2.9,0.32,0.96,130.0,1700.0,220.0,5400.0,23,79,,"River Ganga At Farakka, Mushidabad, West Bengal, India",24.7797393,87.9166676,28.53,81.0,2.86,Clouds
10160.0,"River Ganga At Behrampore, (Gora Bazar),Murshidabad",West Bengal,16.0,36.0,6.4,9.5,6.8,8.7,227.0,429.0,1.4,2.9,0.32,0.71,790.0,17000.0,3300.0,24000.0,110,790,,"River Ganga At Behrampore, (Gora Bazar),Murshidabad, West Bengal, India",24.0897162,88.2530349,27.9,85.0,4.12,Clouds
1080.0,"River Ganga At Baharampore, Murshidabad, West Bengal",West Bengal,16.0,36.0,5.9,9.9,6.7,9.0,219.0,439.0,1.3,2.8,0.32,0.89,1700.0,24000.0,3300.0,49000.0,130,1300,,"River Ganga At Baharampore, Murshidabad, West Bengal, West Bengal, India",24.0982607,88.268411,27.65,86.0,4.23,Clouds
10159.0,"River Ganga At Behrampore(Khagra), Murshidabad",West Bengal,16.0,36.0,6.0,9.8,6.8,8.4,229.0,424.0,1.4,2.9,0.32,0.58,130.0,3500.0,790.0,9200.0,23,170,,"River Ganga At Behrampore(Khagra), Murshidabad, West Bengal, India",24.1062297,88.25675559999999,27.82,85.0,4.18,Clouds
2511.0,"River Nabadip On Ganga, Ghoshpara Near Monipurghat,Nadia",West Bengal,16.0,36.0,5.4,9.4,7.0,8.6,246.0,468.0,1.0,2.9,0.32,1.2,210.0,3500.0,1100.0,11000.0,49,240,,"River Nabadip On Ganga, Ghoshpara Near Monipurghat,Nadia, West Bengal, India",23.3692183,88.6615125,27.31,89.0,4.04,Clouds
2506.0,"River Tribeni On Ganga, Near Burning Ghat, Hooghly",West Bengal,15.0,36.0,5.1,9.7,6.7,8.5,224.0,427.0,1.0,3.0,0.32,0.62,240.0,5400.0,1100.0,14000.0,23,790,,"River Tribeni On Ganga, Near Burning Ghat, Hooghly, West Bengal, India",22.9901287,88.39432819999999,28.08,83.0,3.87,Clouds
1054.0,River Ganga At Palta West Bengal,West Bengal,15.0,36.0,5.2,9.9,7.1,8.4,232.0,444.0,1.4,2.9,0.32,0.83,3500.0,49000.0,13000.0,79000.0,330,1400,,"River Ganga At Palta West Bengal, West Bengal, India",22.7858974,88.3712796,28.96,94.0,4.12,Haze
10161.0,"River Ganga At Palta, Shitaltala,",West Bengal,14.0,36.0,5.1,9.6,7.1,8.7,240.0,484.0,1.4,2.9,0.32,0.73,1700.0,49000.0,6300.0,110000.0,130,1400,,"River Ganga At Palta, Shitaltala,, West Bengal, India",22.7858974,88.3712796,28.96,94.0,4.12,Haze
1472.0,"River Ganga At Serampore, Hooghly,West Bengal",West Bengal,16.0,36.0,5.3,9.7,7.1,8.4,268.0,4223.0,1.4,2.9,0.32,0.99,5400.0,54000.0,14000.0,79000.0,330,9400,,"River Ganga At Serampore, Hooghly,West Bengal, West Bengal, India",22.7505213,88.3405772,28.97,94.0,4.12,Haze
1053.0,"River Ganga At Dakshmineshwar, Kolkata, West Bengal",West Bengal,18.0,35.0,5.0,7.5,6.9,8.1,230.0,451.0,2.4,3.3,0.32,1.33,23000.0,84000.0,79000.0,170000.0,260,540,,"River Ganga At Dakshmineshwar, Kolkata, West Bengal, West Bengal, India",22.5832018,88.3444454,28.99,94.0,4.12,Haze
1471.0,River Ganga At Howrah-Shivpur West Bengal,West Bengal,20.0,34.0,5.0,7.8,6.8,7.9,222.0,483.0,2.4,3.6,0.35,1.56,31000.0,79000.0,70000.0,140000.0,170,490,,"River Ganga At Howrah-Shivpur West Bengal, West Bengal, India",22.5832018,88.3444454,28.99,94.0,4.12,Haze
1470.0,"River Ganga At Garden Reach, Kolkata, West Bengal",West Bengal,20.0,36.0,5.0,7.8,6.9,8.0,243.0,469.0,2.0,3.9,0.33,1.84,33000.0,94000.0,70000.0,170000.0,210,580,,"River Ganga At Garden Reach, Kolkata, West Bengal, West Bengal, India",22.5832018,88.3444454,28.99,94.0,4.12,Haze
1052.0,"River Ganga At Uluberia , Howrah,West Bengal",West Bengal,23.0,35.0,5.0,6.8,6.8,8.0,254.0,1224.0,2.3,3.1,0.53,1.75,17000.0,34000.0,27000.0,49000.0,110,330,,"River Ganga At Uluberia , Howrah,West Bengal, West Bengal, India",22.4763526,88.08979339999999,28.91,79.0,4.18,Clouds
1469.0,"River Ganga At Diamond Harbour, 24 Parganas (S)West Bengal",West Bengal,21.0,37.0,5.2,6.9,6.8,8.2,508.0,10296.0,2.1,3.2,0.61,1.85,1300.0,7800.0,2200.0,11000.0,11,110,,"River Ganga At Diamond Harbour, 24 Parganas (S)West Bengal, West Bengal, India",22.1926884,88.18948759999999,28.58,81.0,4.46,Clouds
1335.0,River Ganga At Patikali Near Durga Chak West Bengal,West Bengal,22.0,34.0,5.4,7.5,7.8,8.5,705.0,17930.0,1.0,2.6,0.32,1.87,3600.0,7900.0,7900.0,14000.0,170,320,,"River Ganga At Patikali Near Durga Chak West Bengal, West Bengal, India",22.0758287,88.1364591,28.73,79.0,4.93,Clouds
1492.0,River Yamuna At Yamunotri,Uttarakhand,4.0,4.0,11.2,11.2,7.8,7.8,31.0,31.0,1.0,1.0,0.32,0.32,2.0,2.0,2.0,2.0,2,2,,"River Yamuna At Yamunotri, Uttarakhand, India",31.0139859,78.45995549999999,3.27,93.0,0.81,Clouds
1493.0,River Yamuna At Hanumanchatti,Uttarakhand,10.0,10.0,10.8,10.8,7.6,7.6,56.0,56.0,1.0,1.0,0.33,0.33,2.0,2.0,2.0,2.0,2,2,,"River Yamuna At Hanumanchatti, Uttarakhand, India",30.9324091,78.3991533,13.13,93.0,1.34,Clouds
1494.0,River Yamuna At U/S Of Lakhwar Dam,Uttarakhand,9.0,21.0,9.4,10.8,7.7,8.4,105.0,214.0,1.0,1.0,0.32,0.6,2.0,2.0,2.0,2.0,2,2,,"River Yamuna At U/S Of Lakhwar Dam, Uttarakhand, India",30.517983,77.94892500000002,23.68,91.0,1.44,Clouds
30025.0,River Yamuna At Dak Pather (Uttarakhand),Uttarakhand,17.0,21.0,9.4,10.8,8.2,8.4,128.0,286.0,1.0,9.0,0.32,0.47,2.0,4000.0,13.0,17000.0,2,230,,"River Yamuna At Dak Pather (Uttarakhand), Uttarakhand, India",30.4971735,77.8019776,24.57,89.0,1.19,Clouds
1490.0,"River Yamuna At U/S Dakpather, Dehradun",Uttarakhand,10.0,22.0,9.2,10.6,7.0,8.1,72.0,186.0,1.0,1.0,0.32,0.37,41.0,84.0,70.0,94.0,6,14,,"River Yamuna At U/S Dakpather, Dehradun, Uttarakhand, India",30.4971735,77.8019776,24.57,89.0,1.19,Clouds
30027.0,River Yamuna At Ponta Sahib (H.P),Himachal Pradesh,20.0,24.3,9.0,10.5,8.0,8.4,134.0,518.0,1.0,9.0,0.49,1.32,7.0,7800.0,170.0,33000.0,4,2400,,"River Yamuna At Ponta Sahib (H.P), Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds
1553.0,River Yamuna U/S Paonta Sahib,Himachal Pradesh,16.0,23.0,6.3,8.4,7.0,8.4,264.0,702.0,1.0,2.5,0.54,0.9,2.0,94.0,49.0,220.0,2,2,,"River Yamuna U/S Paonta Sahib, Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds
1554.0,River Yamuna D/S Paonta Sahib,Himachal Pradesh,16.0,22.0,6.3,8.4,7.7,8.3,243.0,666.0,1.6,3.6,0.54,0.9,2.0,220.0,94.0,540.0,2,2,,"River Yamuna D/S Paonta Sahib, Himachal Pradesh, India",30.445283,77.60205690000001,26.27,87.0,1.23,Clouds
4439.0,River Yamuna U/S Sun Pharmaceuticals,Himachal Pradesh,15.0,23.0,6.4,8.5,7.4,8.3,257.0,587.0,1.3,2.9,0.54,0.92,40.0,240.0,170.0,350.0,2,2,,"River Yamuna U/S Sun Pharmaceuticals, Himachal Pradesh, India",32.1024076,77.5619419,3.85,92.0,1.39,Clouds
4440.0,River Yamuna D/S Sun Pharmaceuticals,Himachal Pradesh,16.0,24.0,6.4,8.4,7.7,8.4,301.0,550.0,1.2,3.5,0.0,0.92,46.0,350.0,280.0,920.0,2,2,,"River Yamuna D/S Sun Pharmaceuticals, Himachal Pradesh, India",32.1024076,77.5619419,3.85,92.0,1.39,Clouds
30028.0,"River Yamuna At Buriya U/S Jagadhari, Mandoli, Haryana",Haryana,17.5,27.5,7.9,8.8,8.0,8.4,211.0,358.0,1.0,15.0,0.53,0.89,110.0,4900.0,790.0,92000.0,2,490,,"River Yamuna At Buriya U/S Jagadhari, Mandoli, Haryana, Haryana, India",28.5354669,76.2225637,31.03,65.0,2.64,Clouds
30035.0,River Yamuna At Hathnikund,Haryana,14.0,20.0,7.6,9.8,7.8,8.3,208.0,390.0,1.0,6.0,0.79,1.07,14.0,1300.0,79.0,13000.0,5,330,,"River Yamuna At Hathnikund, Haryana, India",30.3145239,77.58316529999999,26.35,85.0,1.31,Clouds
1117.0,"River Yamuna At Hathnikund, Yamunanagar",Haryana,,,6.8,7.8,7.3,8.2,181.0,953.0,1.0,4.2,0.3,0.3,2.0,200.0,200.0,900.0,2,90,,"River Yamuna At Hathnikund, Yamunanagar, Haryana, India",30.3145239,77.58316529999999,26.35,85.0,1.31,Clouds
1496.0,"River Yamuna At Kalanaur, Yamuna Nagar",Haryana,,,6.0,7.9,7.1,8.2,210.0,954.0,1.0,6.2,0.3,0.3,100.0,400.0,300.0,1200.0,2,200,,"River Yamuna At Kalanaur, Yamuna Nagar, Haryana, India",30.0829158,77.335673,27.58,84.0,1.92,Clouds
4914.0,"River Yamuna At Manglaura, Karnal",Haryana,,,5.2,7.8,6.9,8.1,238.0,864.0,1.2,30.0,0.0,0.3,100.0,1500.0,400.0,4200.0,2,580,,"River Yamuna At Manglaura, Karnal, Haryana, India",29.6428,77.1068059,28.8,78.0,0.81,Clouds
30032.0,"River Yamuna At Sonauli Road, Shamli Border , Panipat (Haryana)",Haryana,,,6.8,10.2,7.7,8.6,221.0,413.0,1.0,6.0,0.52,1.66,45.0,4900.0,700.0,11000.0,2,1100,,"River Yamuna At Sonauli Road, Shamli Border , Panipat (Haryana), Haryana, India",29.3909464,76.9635023,29.64,76.0,1.01,Clouds
10004.0,River Yamuna At Khojkipur Panipat,Haryana,,,3.8,7.4,6.9,7.8,189.0,989.0,1.2,6.8,0.3,0.3,100.0,600.0,600.0,1700.0,2,200,,"River Yamuna At Khojkipur Panipat, Haryana, India",29.2645932,77.11833039999999,29.18,83.0,1.59,Clouds
30029.0,"River Yamuna At Sonipat, Baghpat Road(Haryana)",Haryana,,,6.3,8.6,7.7,8.7,299.0,620.0,1.0,8.0,0.66,1.99,92.0,2300.0,270.0,4900.0,11,1400,,"River Yamuna At Sonipat, Baghpat Road(Haryana), Haryana, India",28.99308229999999,77.0150735,30.38,75.0,1.42,Clouds
1119.0,River Yamuna At Sonepat,Haryana,,,6.0,7.8,6.1,8.1,195.0,350.0,1.0,6.2,0.3,0.32,2.0,1000.0,200.0,10000.0,2,200,,"River Yamuna At Sonepat, Haryana, India",28.99308229999999,77.0150735,30.38,75.0,1.42,Clouds
10005.0,"River Yamuna At Palla,Sonepat",Haryana,,,5.2,7.8,5.5,8.2,235.0,1080.0,1.8,6.8,0.0,0.3,100.0,1100.0,400.0,3400.0,2,200,,"River Yamuna At Palla,Sonepat, Haryana, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds
10006.0,River Yamuna At Palla,Delhi,16.0,16.0,11.2,11.2,7.5,7.5,1172.0,1172.0,13.0,13.0,2.0,2.0,1400.0,1400.0,2200.0,2200.0,33,33,,"River Yamuna At Palla, Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds
30026.0,River Yamuna At Palla (Delhi),Delhi,,,6.2,9.2,7.4,8.2,346.0,1265.0,1.0,16.0,0.32,2.31,200.0,2600000.0,54000.0,7000000.0,230,17000,,"River Yamuna At Palla (Delhi), Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds
1120.0,"River Yamuna At Palla, Delhi",Delhi,,,6.3,11.3,7.1,7.5,,,1.0,3.0,0.0,0.0,180.0,560.0,,,,,,"River Yamuna At Palla, Delhi, Delhi, India",28.8436202,77.1849609,30.87,73.0,1.53,Clouds
5098.0,River Yamuna At Wazirabad,Delhi,,,4.0,8.2,7.2,7.5,,,4.0,9.8,0.0,0.0,200.0,5500.0,,,,,,"River Yamuna At Wazirabad, Delhi, India",28.7009188,77.2924722,28.14,71.0,0.92,Clouds
5099.0,River Yamuna At Isbt Bridge,Delhi,,,0.3,3.0,7.1,7.5,,,22.0,46.0,0.0,0.0,5500.0,100000.0,17000.0,17000.0,,,,"River Yamuna At Isbt Bridge, Delhi, India",28.66923,77.22877,28.09,94.0,2.57,Mist
5100.0,River Yamuna At Ito Bridge,Delhi,,,0.3,4.1,7.2,7.5,,,18.0,38.0,0.0,0.0,6100.0,81000.0,,,,,,"River Yamuna At Ito Bridge, Delhi, India",28.6278074,77.2436717,28.1,94.0,2.57,Mist
1121.0,"River Yamuna At Nizamuddin, Delhi",Delhi,,,0.3,2.5,7.1,7.5,,,26.0,48.0,0.0,0.0,9300.0,31000.0,,,,,,"River Yamuna At Nizamuddin, Delhi, Delhi, India",28.5948466,77.2491365,28.11,94.0,2.57,Mist
1375.0,"River Yamuna At Okhla Bridge (Inlet Of Agra Canal), Delhi",Delhi,,,0.3,1.8,7.1,8.0,,,30.0,50.0,0.0,0.0,120000.0,380000.0,,,,,,"River Yamuna At Okhla Bridge (Inlet Of Agra Canal), Delhi, Delhi, India",28.5682138,77.2861119,28.14,94.0,2.57,Mist
